medcodeid,readterm,cancer
1232355013,[M]Pigmented dermatofibrosarcoma protuberans,1
315291000006116,[M]Pilocytic astrocytoma,1
315301000006115,[M]Piloid astrocytoma,1
315331000006111,[M]Pineoblastoma,1
1216014013,[M]Plasma cell leukaemia,1
292017019,[M]Plasma cell leukaemia NOS,1
292014014,[M]Plasma cell leukaemias,1
1231541019,[M]Plasma cell myeloma,1
315441000006114,"[M]Plasma cell tumour, malignant",1
315461000006113,[M]Plasmacytic myeloma,1
315471000006118,[M]Plasmacytoma NOS,1
315501000006113,[M]Pleomorphic carcinoma,1
315511000006111,[M]Pleomorphic cell sarcoma,1
315531000006117,[M]Pleomorphic liposarcoma,1
315541000006110,[M]Pleomorphic rhabdomyosarcoma,1
1234296013,[M]Pleomorphic xanthoastrocytoma,1
315581000006116,[M]Pneumoblastoma,1
315611000006112,[M]Polyembryoma,1
315621000006116,[M]Polyembryonal embryonal carcinoma,1
315631000006118,[M]Polygonal cell carcinoma,1
1960021000006111,[M]Porocarcinoma,1
291604015,[M]Precancerous melanosis NOS,1
1216595017,[M]Primitive neuroectodermal tumour,1
1216015014,[M]Prolymphocytic leukaemia,1
291909010,[M]Prolymphocytic lymphosarcoma,1
315721000006112,[M]Protoplasmic astrocytoma,1
315741000006117,[M]Pseudomucinous adenocarcinoma,1
315751000006115,[M]Pseudomucinous cystadenoma NOS,1
1219790013,[M]Pseudomyxoma peritonei,1
315771000006113,[M]Pseudosarcomatous carcinoma,1
1229971014,[M]Pulmonary blastoma,1
1222102015,[M]Queyrat's erythroplasia,1
315861000006111,[M]Renal cell carcinoma,1
315881000006118,[M]Reserve cell carcinoma,1
315911000006118,[M]Reticulolymphosarcoma NOS,1
315921000006114,"[M]Reticulolymphosarcoma, diffuse",1
315931000006112,"[M]Reticulolymphosarcoma, follicular",1
315941000006119,"[M]Reticulolymphosarcoma, nodular",1
315951000006117,[M]Reticulosarcoma NOS,1
291923012,[M]Reticulosarcoma NOS,1
315971000006110,"[M]Reticulosarcoma, nodular",1
315981000006113,"[M]Reticulosarcoma, pleomorphic cell type",1
315991000006111,[M]Reticulosarcomas,1
316001000006112,[M]Reticulum cell sarcoma NOS,1
291855013,[M]Retinoblastoma NOS,1
316031000006116,"[M]Retinoblastoma, differentiated type",1
316041000006114,"[M]Retinoblastoma, undifferentiated type",1
291854012,[M]Retinoblastomas,1
1234787012,[M]Rhabdoid sarcoma,1
215896010,[M]Rhabdomyosarcoma NOS,1
316111000006114,[M]Round cell carcinoma,1
316121000006118,[M]Round cell liposarcoma,1
316131000006115,[M]Round cell sarcoma,1
291622017,[M]Sarcoma NOS,1
316141000006113,[M]Sarcoma botryoides,1
1785811000006114,[M]Sarcomatoid mesothelioma,1
291623010,[M]Sarcomatosis NOS,1
316171000006117,[M]Schilling-type monocytic leukaemia,1
316181000006119,[M]Schneiderian carcinoma,1
316211000006115,"[M]Schwannoma, malignant",1
316221000006111,[M]Scirrhous adenocarcinoma,1
1231370012,[M]Sebaceous adenocarcinoma,1
316291000006113,[M]Secondary carcinoma,1
316301000006114,[M]Secondary neoplasm,1
316311000006112,[M]Secretory breast carcinoma,1
291715016,[M]Seminoma NOS,1
316331000006118,"[M]Seminoma, anaplastic type",1
291714017,[M]Seminomas,1
291508010,"[M]Serous cystadenocarcinoma, NOS",1
1220823019,"[M]Serous cystadenoma, borderline malignancy",1
316381000006117,"[M]Serous cystadenoma, borderline malignancy",1
316401000006117,[M]Serous surface papillary carcinoma,1
316441000006115,[M]Sertoli cell carcinoma,1
1230735015,[M]Sezary's disease,1
316511000006118,[M]Signet ring carcinoma,1
291528014,[M]Signet ring carcinoma NOS,1
316531000006112,[M]Signet ring cell carcinoma,1
291474011,[M]Skin appendage carcinoma,1
291332019,[M]Small cell carcinoma NOS,1
316591000006111,"[M]Small cell carcinoma, fusiform cell type",1
1231976013,"[M]Small cell carcinoma, intermediate cell",1
316611000006117,[M]Small cell sarcoma,1
1222626017,[M]Small cell-large cell carcinoma,1
291403016,[M]Solid carcinoma NOS,1
316691000006110,[M]Solid carcinoma with amyloid stroma,1
316711000006113,[M]Solitary myeloma,1
316741000006112,[M]Spermatocytic seminoma,1
291331014,[M]Spheroidal cell carcinoma,1
316761000006111,[M]Spindle cell carcinoma,1
291607010,[M]Spindle cell melanoma NOS,1
316791000006115,"[M]Spindle cell melanoma, type A",1
316801000006119,"[M]Spindle cell melanoma, type B",1
316821000006112,[M]Spindle cell sarcoma,1
316831000006110,[M]Spinous cell carcinoma,1
291828016,[M]Spongioblastoma NOS,1
316851000006115,[M]Spongioblastoma multiforme,1
316871000006113,[M]Spongioblastoma polare,1
316881000006111,[M]Spongioneuroblastoma,1
316891000006114,"[M]Squamous cell ca-in-situ, questionable stromal invasion",1
291347011,[M]Squamous cell carcinoma NOS,1
1231967018,[M]Squamous cell carcinoma in situ NOS,1
556511000000119,[M]Squamous cell carcinoma of skin NOS,1
1216064018,"[M]Squamous cell carcinoma, keratinising type NOS",1
316931000006117,"[M]Squamous cell carcinoma, large cell, non-keratinising",1
291348018,"[M]Squamous cell carcinoma, metastatic NOS",1
316951000006112,"[M]Squamous cell carcinoma, microinvasive",1
316961000006114,"[M]Squamous cell carcinoma, small cell, non-keratinising",1
316971000006119,"[M]Squamous cell carcinoma, spindle cell type",1
317011000006112,[M]Stem cell leukaemia,1
317041000006111,"[M]Struma ovarii, malignant",1
291988017,[M]Subacute leukaemia NOS,1
292009010,[M]Subacute lymphoid leukaemia,1
317101000006113,[M]Subacute monocytic leukaemia,1
292035011,[M]Subacute myeloid leukaemia,1
1770481000006118,[M]Superficial basal cell carcinoma,1
317191000006118,[M]Superficial spreading adenocarcinoma,1
317201000006115,[M]Superficial spreading melanoma,1
291480015,[M]Sweat gland adenocarcinoma,1
317271000006114,[M]Sympathicoblastoma,1
376939013,[M]Sympathicogonioma,1
376938017,[M]Sympathogonioma,1
1232439019,[M]Synovial sarcoma NOS,1
317341000006113,"[M]Synovial sarcoma, biphasic type",1
317351000006110,"[M]Synovial sarcoma, epithelioid cell type",1
317361000006112,"[M]Synovial sarcoma, spindle cell type",1
1232438010,[M]Synovioma NOS,1
317411000006116,[M]Telangiectatic osteosarcoma,1
317421000006112,"[M]Teratoblastoma, malignant",1
317431000006110,[M]Teratocarcinoma,1
317441000006117,[M]Teratoid medulloepithelioma,1
1222303015,"[M]Teratoma, malignant, NOS",1
317571000006112,[M]Thrombocytic leukaemia,1
317611000006119,"[M]Thymoma, malignant",1
457307018,[M]Tibial adamantinoma,1
317651000006118,[M]Trabecular adenocarcinoma,1
291363015,[M]Transitional cell carcinoma NOS,1
317671000006111,[M]Transitional cell carcinoma in situ,1
317691000006112,"[M]Transitional cell carcinoma, spindle cell type",1
1216442018,"[M]Triton tumour, malignant",1
1220820016,[M]True histiocytic lymphoma,1
317821000006114,[M]Tubular adenocarcinoma,1
317901000006110,"[M]Tumour cells, malignant",1
291320018,[M]Unspecified tumour cell NOS,1
318001000006113,[M]Urothelial carcinoma,1
291344016,[M]Verrucous carcinoma NOS,1
318051000006112,[M]Verrucous epidermoid carcinoma,1
318081000006116,[M]Verrucous squamous cell carcinoma,1
318101000006112,[M]Villous adenocarcinoma,1
1227435013,[M]Vipoma,1
318171000006118,[M]Waldenstrom's macroglobulinaemia,1
318191000006117,[M]Water-clear cell adenocarcinoma,1
318211000006116,[M]Wilms' tumour,1
318231000006110,[M]Wolffian duct carcinoma,1
318241000006117,[M]Wuchernde Struma Langhans,1
318261000006118,[M]Yolk sac tumour,1
907331000006114,[RFC] Bowel cancer,1
907341000006116,[RFC] Breast cancer,1
908781000006110,[RFC] Cancer,1
907091000006110,[RFC] Cancer of the cervix,1
907361000006117,[RFC] Cancer of the eye,1
907121000006114,[RFC] Cancer of the larynx,1
907401000006110,[RFC] Cancer of the mouth,1
907391000006113,[RFC] Cancer of the oesophagus,1
907041000006118,[RFC] Cancer of the ovary,1
906971000006110,[RFC] Cancer of the prostate,1
907001000006115,[RFC] Cancer of the rectum,1
907371000006112,[RFC] Cancer of the stomach,1
907021000006113,[RFC] Cancer of the testes,1
907351000006119,[RFC] Cancer of the thyroid,1
907061000006119,[RFC] Cancer of the uterus,1
907101000006116,[RFC] Cancer of the vagina & vulva,1
907291000006119,[RFC] Hodgkin's disease,1
907271000006115,[RFC] Leukaemia,1
907381000006110,[RFC] Liver cancer,1
907111000006118,[RFC] Lung cancer,1
907281000006117,[RFC] Multiple myeloma,1
907431000006119,[RFC] Neoplasm,1
907261000006110,[RFC] Neoplasm,1
318991000006119,[SO] Subsidiary classification of operation sites NOS,1
319001000006119,[SO] Subsidiary classification of operation sites OS,1
321861000006116,[SO]Digestive tract and abdominal organs NOS,1
321871000006111,[SO]Digestive tract or abdominal organs OS,1
322511000006113,"[SO]Endocrine, breast and special senses NOS",1
322521000006117,"[SO]Endocrine, breast or special senses OS",1
328581000006116,[SO]Other operation sites and laterality,1
328741000006117,[SO]Other specified part of respiratory tract or mouth,1
330401000006113,[SO]Respiratory tract and mouth NOS,1
1227549019,[V]Chemoprophylaxis,1
461062012,[V]Chemotherapy follow-up,1
460942013,[V]Chemotherapy session for neoplasm,1
461065014,[V]Combined treatment follow-up,1
461053010,[V]Convalescence after chemotherapy,1
461052017,[V]Convalescence after radiotherapy,1
340421000006119,[V]Follow-up exam aft combined treatment for malig neoplasm,1
340451000006111,[V]Follow-up exam after chemotherapy for other conditions,1
340471000006118,[V]Follow-up exam after radiotherapy for malignant neoplasm,1
340481000006115,[V]Follow-up exam after radiotherapy for other conditions,1
340491000006117,[V]Follow-up examin after chemotherapy for malign neoplasm,1
340511000006111,[V]Follow-up examination aft surgery for malignant neoplasm,1
1216381019,[V]Follow-up examination after chemotherapy for leukaemia,1
340541000006110,[V]Folow-up exam aft other treatment for malignant neoplasm,1
340561000006114,[V]Folow-up exam aft unspec treatment for malignant neoplasm,1
460935013,[V]Maintenance chemotherapy,1
460252017,[V]Other prophylactic chemotherapy,1
928751000006112,[V]PH of cervical intraepithelial neoplasia grade II,1
928731000006117,"[V]PH of cervical intraepithelial neoplasia, grade I",1
928781000006116,"[V]PH of cervical intraepithelial neoplasia, grade III",1
1780321010,[V]Personal history of mild cervical dysplasia,1
1780258013,[V]Personal history of moderate cervical dysplasia,1
1780259017,[V]Personal history of severe cervical dysplasia,1
1227548010,[V]Prophylactic antibiotic,1
461061017,[V]Radiotherapy follow-up,1
460934012,[V]Radiotherapy session,1
350661000006112,[X] Adverse react to antineoplastic/immunosuppress drugs NOS,1
350891000006117,[X] Adverse reaction to actinomycin D,1
351561000006117,[X] Adverse reaction to antineoplastic antibiotics,1
351571000006112,[X] Adverse reaction to antineoplastic antibiotics NOS,1
352061000006117,[X] Adverse reaction to bleomycin,1
352151000006115,[X] Adverse reaction to busulfan,1
352301000006116,[X] Adverse reaction to carboplatin,1
352391000006111,[X] Adverse reaction to carmustine,1
352621000006117,[X] Adverse reaction to chlorambucil,1
352831000006115,[X] Adverse reaction to cisplatin,1
353141000006114,[X] Adverse reaction to cyclophosphamide,1
353181000006115,[X] Adverse reaction to cytarabine,1
353561000006116,[X] Adverse reaction to doxorubicin hydrochloride,1
353751000006110,[X] Adverse reaction to estramustine phosphate,1
353861000006119,[X] Adverse reaction to etoposide,1
354051000006110,[X] Adverse reaction to fluorouracil,1
354571000006114,[X] Adverse reaction to hydroxyurea,1
355091000006117,[X] Adverse reaction to lomustine,1
355331000006118,[X] Adverse reaction to melphalan,1
355381000006117,[X] Adverse reaction to mercaptopurine,1
355531000006112,[X] Adverse reaction to methotrexate,1
355661000006119,[X] Adverse reaction to mitomycin,1
355671000006114,[X] Adverse reaction to mitozantrone,1
355711000006113,[X] Adverse reaction to mustine hydrochloride,1
357001000006115,[X] Adverse reaction to plicamycin,1
357211000006112,[X] Adverse reaction to procarbazine,1
357561000006112,[X] Adverse reaction to rozoxane,1
358331000006110,[X] Adverse reaction to thiotepa,1
358301000006119,[X] Adverse reaction to tioguanine,1
358471000006117,[X] Adverse reaction to treosulfan,1
358781000006110,[X] Adverse reaction to vinblastine sulphate,1
358791000006113,[X] Adverse reaction to vincristine sulphate,1
359271000006110,[X]2ndry malignant neoplasm/bladder+oth+unsp urinary organs,1
359281000006113,[X]2ndry malignant neoplasm/oth+unspec parts/nervous system,1
359291000006111,[X]2ndry+unspcf malignant neoplasm lymph nodes/multi regions,1
363511000006114,[X]Antineoplast antimetabs caus adverse eff in therap use,1
363521000006118,[X]Antineoplast natural prod caus adverse eff in therap use,1
292200019,"[X]Carcinoma in situ of digestive organ, unspecified",1
370111000006119,[X]Carcinoma in situ of oth+unspecified male genital organs,1
292208014,[X]Carcinoma in situ of other parts of cervix,1
292201015,[X]Carcinoma in situ of other parts of respiratory system,1
292199017,[X]Carcinoma in situ of other specified digestive organs,1
292212015,[X]Carcinoma in situ of other specified sites,1
370161000006116,[X]Carcinoma in situ of other+unspcfd female genital organs,1
370171000006111,[X]Carcinoma in situ of other+unspecified urinary organs,1
292202010,"[X]Carcinoma in situ of respiratory system, unspecified",1
292206013,[X]Carcinoma in situ of skin of other sites,1
370201000006110,[X]Carcinoma in situ of skin of other+unspecified parts/face,1
292207016,"[X]Carcinoma in situ of skin, unspecified",1
292191019,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",1
387141000006112,[X]Follow-up examinat after chemother for other conditions,1
387151000006114,[X]Follow-up examinat after other treatment for malig neopl,1
387161000006111,[X]Follow-up examinat after radiother for other conditions,1
387171000006116,[X]Follow-up examinat after unspec treatment for malig neop,1
461348011,[X]Follow-up examination after surgery for other conditions,1
388171000006115,[X]Glomerular disorders in neoplastic diseases CE,1
388991000006116,"[X]HIV dis reslt/oth mal neopl/lymph,h'matopoetc+reltd tissu",1
389011000006118,[X]HIV disease resulting in multiple diseases CE,1
288174013,[X]HIV disease resulting in other bacterial infections,1
288185010,[X]HIV disease resulting in other malignant neoplasms,1
288178011,[X]HIV disease resulting in other mycoses,1
1815001000006119,[X]HIV disease resulting in other non-Hodgkin lymphoma,1
288182013,[X]HIV disease resulting in other non-Hodgkin's lymphoma,1
288190013,[X]HIV disease resulting in other specified conditions,1
288186011,[X]HIV disease resulting in unspecified malignant neoplasm,1
288173019,[X]Human immunodeficiency virus disease,1
299401016,[X]Hydrocephalus in neoplastic disease classified elsewhere,1
292197015,[X]In situ neoplasms,1
292127010,[X]Kaposi's sarcoma of multiple organs,1
292136014,[X]Kaposi's sarcoma of other sites,1
292128017,"[X]Kaposi's sarcoma, unspecified",1
396091000006118,"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified",1
396101000006112,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf",1
396111000006110,[X]Mal neoplasm/overlap les/periph nerv+autonomic nerv systm,1
396121000006119,[X]Mal neoplasm/overlap lesion/bone+articular cartilage/limb,1
396131000006116,"[X]Mal neoplasm/periph nerves+autonomic nervous system,unspc",1
396161000006113,"[X]Malig neopl, overlap lesion brain & other part of CNS",1
396171000006118,[X]Malignant melanoma of other+unspecified parts of face,1
292118014,"[X]Malignant melanoma of skin, unspecified",1
396191000006117,[X]Malignant neopl/overlapping les/resp+intrathoracic organs,1
292111015,[X]Malignant neoplasm of bone and articular cartilage,1
292137017,[X]Malignant neoplasm of breast,1
292105018,"[X]Malignant neoplasm of bronchus or lung, unspecified",1
292099015,[X]Malignant neoplasm of digestive organs,1
292156010,"[X]Malignant neoplasm of endocrine gland, unspecified",1
396251000006115,"[X]Malignant neoplasm of eye, brain and other parts of cent",1
292142013,"[X]Malignant neoplasm of female genital organ, unspecified",1
292138010,[X]Malignant neoplasm of female genital organs,1
396281000006111,"[X]Malignant neoplasm of ill-defined, secondary and unspeci",1
292102015,"[X]Malignant neoplasm of intestinal tract, part unspecified",1
396301000006110,"[X]Malignant neoplasm of lip, oral cavity and pharynx",1
292146011,"[X]Malignant neoplasm of male genital organ, unspecified",1
292143015,[X]Malignant neoplasm of male genital organs,1
292110019,"[X]Malignant neoplasm of mediastinum, part unspecified",1
292152012,"[X]Malignant neoplasm of meninges, unspecified",1
292121011,[X]Malignant neoplasm of mesothelial and soft tissue,1
292158011,[X]Malignant neoplasm of other specified sites,1
292132011,"[X]Malignant neoplasm of peritoneum, unspecified",1
396381000006118,[X]Malignant neoplasm of respiratory and intrathoracic orga,1
292120012,"[X]Malignant neoplasm of skin, unspecified",1
292154013,[X]Malignant neoplasm of thyroid and other endocrine glands,1
292148012,"[X]Malignant neoplasm of urinary organ, unspecified",1
292147019,[X]Malignant neoplasm of urinary tract,1
292139019,"[X]Malignant neoplasm of uterine adnexa, unspecified",1
292135013,[X]Malignant neoplasm overlapping lesion of skin,1
292166019,[X]Malignant neoplasm without specification of site,1
396461000006117,"[X]Malignant neoplasm-pluriglandular involvement,unspecified",1
396471000006112,"[X]Malignant neoplasm/bone+articular cartilage, unspecified",1
396481000006110,"[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd",1
396491000006113,"[X]Malignant neoplasm/central nervous system, unspecified",1
396501000006117,"[X]Malignant neoplasm/connective + soft tissue,unspecified",1
396511000006119,[X]Malignant neoplasm/ill-defined sites within resp system,1
396521000006110,[X]Malignant neoplasm/other and unspecified cranial nerves,1
396531000006113,[X]Malignant neoplasm/other specified female genital organs,1
396541000006115,[X]Malignant neoplasm/other specified male genital organs,1
396551000006118,[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage,1
396561000006116,"[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura",1
396571000006111,[X]Malignant neoplasm/overlap lesion/other+ill-defined sites,1
396581000006114,[X]Malignant neoplasm/overlapping lesion/feml genital organs,1
396591000006112,[X]Malignant neoplasm/overlapping lesion/male genital organs,1
396601000006116,"[X]Malignant neoplasm/peripheral nerves of trunk,unspecified",1
396611000006118,"[X]Malignant neoplasm/upper resp tract, part unspecified",1
396621000006114,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela",1
396631000006112,[X]Malignant neoplasms/independent (primary) multiple sites,1
396641000006119,[X]Malignant neoplasms/independent(primary)multiple sites,1
396651000006117,[X]Malignant neoplsm/ill-defin sites within digestive system,1
292116013,[X]Melanoma and other malignant neoplasms of skin,1
292203017,[X]Melanoma in situ of other and unspecified parts of face,1
292204011,[X]Melanoma in situ of other sites,1
292213013,"[X]Melanoma in situ, unspecified",1
398291000006110,[X]Mesothelioma of lung,1
403762019,[X]Mesothelioma of other sites,1
292126018,"[X]Mesothelioma, unspecified",1
461382017,[X]Need for other prophylactic chemotherapy,1
399621000006119,"[X]Neo/uncertn+unknwn behav/lymph,h'matopetc+rel tiss,unspcf",1
399811000006111,[X]Nerve root+plexus compressions in neoplastic disease CE,1
400011000006119,[X]Non-Hodgkin's lymphoma NOS,1
406154013,"[X]Non-Hodgkin's lymphoma, unspecified type",1
404441000006117,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas,1
404801000006116,[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face,1
405081000006118,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue",1
405501000006119,[X]Oth systemic atrophy affecting CNS in neoplastc diseas CE,1
292169014,[X]Other Hodgkin's disease,1
406831000006117,[X]Other antineoplast drugs caus adverse eff in therap use,1
292214019,[X]Other carcinoma in situ of breast,1
461426018,[X]Other chemotherapy,1
292185016,[X]Other leukaemia of unspecified cell type,1
292177013,[X]Other lymphoid leukaemia,1
292175017,[X]Other malignant immunoproliferative diseases,1
292181013,[X]Other monocytic leukaemia,1
412051000006115,[X]Other myasthenic syndromes in neoplastic disease CE,1
292178015,[X]Other myeloid leukaemia,1
292100011,[X]Other sarcomas of the liver,1
292101010,[X]Other specified carcinomas of liver,1
292182018,[X]Other specified leukaemias,1
292174018,[X]Other specified types of non-Hodgkin's lymphoma,1
292173012,[X]Other types of diffuse non-Hodgkin's lymphoma,1
292170010,[X]Other types of follicular non-Hodgkin's lymphoma,1
299306010,[X]Paraneoplastic neuromyopathy and neuropathy,1
420481000006112,"[X]Personl hist/oth mal neop/lymphd,h'matopoietc+relat tissu",1
424811000006114,[X]Renal tubulo-interstitial disordrs/neoplastic diseases CE,1
292165015,[X]Secondary malignant neoplasm of other specified sites,1
425771000006113,[X]Secondary malignant neoplasm/oth+unspc respiratory organs,1
425781000006111,[X]Secondary malignant neoplasm/oth+unspcfd digestive organs,1
305268019,"[X]Severe vaginal dysplasia, not elsewhere classified",1
305269010,"[X]Severe vulvar dysplasia, not elsewhere classified",1
292193016,[X]Unspecified B-cell non-Hodgkin's lymphoma,1
288191012,[X]Unspecified human immunodeficiency virus [HIV] disease,1
